Parent ASIN#Suchanfrage#Ergebnis Suchanfrage#Volumen Suchanfrage#Eindrücke Gesamtanzahl#Eindrücke ASIN Anzahl#Eindrücke ASIN Anteil#Klicks Gesamtanzahl# Klicks Rate# Klick ASIN Anzahl# Klicks ASIN Anteil# Klicks Preis (Median)#ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 TageEinkaufswagen Gesamtanzahl# Einkaufswagen hinzufügen%# ASIN Anzahl# ASIN Anzeil# Preis Median# ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 TageKäufe Gesamtanzahl# Kauftarif%# ASIN Anzahl# ASIN Anzeil# Preis Median# ASIN Preis (Median)#Versand gleicher Tag# Versand 1 Tag# Versand 2 Tage
B017WKZDHA#türleiste#6#6.138#151.928#6.573#4,33%#1.796#29,26%#355#19,77%#9,99 €#8,99 €#77#255#199#216#3,52%#48#22,22%#9,99 €#8,99 €#16#40#24#64#1,04%#16#25%#9,29 €#8,99 €#10#13#3#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=t%C3%BCrleiste&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB08XWFQ1RL#B017WKZDHA#B07NWMZ93L#B09LHB6SGD#B017WKAZFA#B0BJ2PPZKN#B0823SVTSL#B0888M2VR2#B093C6QJZY#B07ZRTG89B
B017WKZDHA#türleiste#6#6.138#151.928#6.573#4,33%#1.796#29,26%#355#19,77%#9,99 €#8,99 €#77#255#199#216#3,52%#48#22,22%#9,99 €#8,99 €#16#40#24#64#1,04%#16#25%#9,29 €#8,99 €#10#13#3#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=t%C3%BCrleiste&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB08XWFQ1RL#B017WKZDHA#B07NWMZ93L#B09LHB6SGD#B017WKAZFA#B0BJ2PPZKN#B0823SVTSL#B0888M2VR2#B093C6QJZY#B07ZRTG89B
B017WKZDHA#leisten selbstklebend#7#20.039#423.750#12.572#2,97%#6.264#31,26%#478#7,63%#12,99 €#8,99 €#358#1.040#571#515#2,57%#40#7,77%#11,99 €#8,99 €#32#98#57#75#0,37%#3#4%#12,57 €#8,99 €#3#16#4#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=leisten%20selbstklebend&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B085DH9C94#B0B7XRQ7PC#B08N4KTJ8V#B09B7JJSZL#B01ND3YRVT#B0BCNVL822#B0BKPH6NLQ#B0B973GFVC#B09173DPXN
B017WKZDHA#leisten selbstklebend#7#20.039#423.750#12.572#2,97%#6.264#31,26%#478#7,63%#12,99 €#8,99 €#358#1.040#571#515#2,57%#40#7,77%#11,99 €#8,99 €#32#98#57#75#0,37%#3#4%#12,57 €#8,99 €#3#16#4#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=leisten%20selbstklebend&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B085DH9C94#B0B7XRQ7PC#B08N4KTJ8V#B09B7JJSZL#B01ND3YRVT#B0BCNVL822#B0BKPH6NLQ#B0B973GFVC#B09173DPXN
B017WKZDHA#übergangsschiene#8#7.180#186.054#8.065#4,33%#2.699#37,59%#374#13,86%#11,97 €#8,99 €#18#148#163#248#3,45%#43#17,34%#10,99 €#8,99 €#3#13#14#71#0,99%#9#12,68%#10,88 €#8,99 €#1#4#2#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsschiene&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0182FJN5C#B017WI89TQ#B0869QBRTY#B017WKAZFA#############################################
B017WKZDHA#übergangsschiene#8#7.180#186.054#8.065#4,33%#2.699#37,59%#374#13,86%#11,97 €#8,99 €#18#148#163#248#3,45%#43#17,34%#10,99 €#8,99 €#3#13#14#71#0,99%#9#12,68%#10,88 €#8,99 €#1#4#2#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsschiene&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0182FJN5C#B017WI89TQ#B0869QBRTY#B017WKAZFA#############################################
B017WKZDHA#türschwellen leiste#9#7.689#198.252#7.670#3,87%#2.665#34,66%#338#12,68%#12,99 €#8,99 €#55#251#203#193#2,51%#27#13,99%#11,69 €#8,99 €#6#13#15#41#0,53%#6#14,63%#12,66 €#8,99 €#0#4#3#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=t%C3%BCrschwellen%20leiste&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0823SVTSL#B017WKAZFA#B0B4T7YXRS#B0B3MHJXHW#B0743KS82R#B0B5K1TCGY#B0869QBRTY#B017WLBR88#B0BBVNQDJP
B017WKZDHA#türschwellen leiste#9#7.689#198.252#7.670#3,87%#2.665#34,66%#338#12,68%#12,99 €#8,99 €#55#251#203#193#2,51%#27#13,99%#11,69 €#8,99 €#6#13#15#41#0,53%#6#14,63%#12,66 €#8,99 €#0#4#3#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=t%C3%BCrschwellen%20leiste&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0823SVTSL#B017WKAZFA#B0B4T7YXRS#B0B3MHJXHW#B0743KS82R#B0B5K1TCGY#B0869QBRTY#B017WLBR88#B0BBVNQDJP
B017WKZDHA#übergangsprofile#10#5.006#120.994#4.520#3,74%#1.684#33,64%#151#8,97%#12,99 €#8,99 €#20#103#116#111#2,22%#18#16,22%#11,99 €#8,99 €#4#7#10#25#0,5%#2#8%#13,24 €#8,99 €#1#1#4#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsprofile&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0743KS82R#B0B4T7NK13#B07ZRTG89B#B0182FJN5C#B01EWWDGDE#B09KCR84VW#B0BB78KQF7#B09H3JHV3N#B07QD6VCLW
B017WKZDHA#übergangsprofile#10#5.006#120.994#4.520#3,74%#1.684#33,64%#151#8,97%#12,99 €#8,99 €#20#103#116#111#2,22%#18#16,22%#11,99 €#8,99 €#4#7#10#25#0,5%#2#8%#13,24 €#8,99 €#1#1#4#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsprofile&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0743KS82R#B0B4T7NK13#B07ZRTG89B#B0182FJN5C#B01EWWDGDE#B09KCR84VW#B0BB78KQF7#B09H3JHV3N#B07QD6VCLW
B017WKZDHA#übergangsleiste boden#11#2.668#61.043#2.310#3,78%#973#36,47%#100#10,28%#12,37 €#8,99 €#15#93#59#91#3,41%#12#13,19%#10,99 €#8,99 €#1#7#3#16#0,6%#5#31,25%#8,99 €#8,99 €#1#0#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsleiste%20boden&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0182CB826#B0182FJN5C#B07ZRTG89B#B0B3MHJXHW#B0869MBSSY#B0743KS82R#B0BB2YS193#B07QD6VCLW#B0888MGWRZ
B017WKZDHA#übergangsleiste boden#11#2.668#61.043#2.310#3,78%#973#36,47%#100#10,28%#12,37 €#8,99 €#15#93#59#91#3,41%#12#13,19%#10,99 €#8,99 €#1#7#3#16#0,6%#5#31,25%#8,99 €#8,99 €#1#0#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsleiste%20boden&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0182CB826#B0182FJN5C#B07ZRTG89B#B0B3MHJXHW#B0869MBSSY#B0743KS82R#B0BB2YS193#B07QD6VCLW#B0888MGWRZ
B017WKZDHA#übergangsschiene selbstklebend#12#1.299#33.035#1.552#4,7%#573#44,11%#123#21,47%#10,19 €#8,99 €#4#49#39#59#4,54%#13#22,03%#9,59 €#8,99 €#0#9#2#19#1,46%#4#21,05%#9,99 €#8,99 €#0#1#1#/brand-analytics/dashboard/query-detail?view-id=query-detail-asin-view&asin=B017WKZDHA&search-term-freeform=%C3%BCbergangsschiene%20selbstklebend&reporting-range=quarterly&quarterly-year=2023&2023-quarter=2023-03-31&country-id=deB017WKZDHA#B0888M2VR2#B0869MBSSY#B0B3MHJXHW#B0182FJN5C#B0957GZCGT#B0743KS82R#B0B5K1TCGY#B0BJ2PPZKN#B01EWWDGDE
